source_name,indicator_id,normalized_name,mapping_status,basis
"Percentage of FT/PT staff who have completed one relevant equity, diversity, inclusion, and anti-racism education",ind_88b36c0fca1c7c49,"Percentage of FT/PT staff who have completed one relevant equity, diversity, inclusion, and anti-racism education",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of GBGH staff & Professional Staff who have completed Diversity, Equity, Inclusion and Belonging (DEIB) training by end of fiscal year",ind_04f1ac96c3e26dae,"Percentage of GBGH staff & Professional Staff who have completed Diversity, Equity, Inclusion and Belonging (DEIB) training by end of fiscal year",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of GBGH staff who have?completed Diversity, Equity, Inclusion?and Belonging (DEIB) training?by end?of fiscal year",ind_7086fe477aa51a2a,"Percentage of GBGH staff who have?completed Diversity, Equity, Inclusion?and Belonging (DEIB) training?by end?of fiscal year",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of High Skin Risk Patients with Pressure Injury Prevention Care Plan initiated and documented.,ind_e057736233322199,Percentage of High Skin Risk Patients with Pressure Injury Prevention Care Plan initiated and documented.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of Hospital Inpatients responding “Definitely yes” to the question ""Would you recommend this hospital to your friends and family Based on the quality of care provided?"" (Inpatient care)-(The number of respondents who responded 'Definitely Yes' to the question).",ind_72406ebd03dbf04a,"Percentage of Hospital Inpatients responding “Definitely yes” to the question ""Would you recommend this hospital to your friends and family Based on the quality of care provided?"" (Inpatient care)-(The number of respondents who responded 'Definitely Yes' to the question).",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of Hospital and iLTC staff (executive-level, management or all) who have completed relevant equity, diversity, inclusion, and antiracism education.",ind_a0617b4bcc6953da,"Percentage of Hospital and iLTC staff (executive-level, management or all) who have completed relevant equity, diversity, inclusion, and antiracism education.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of Hospital patients responding “Definitely yes” to the question ""Would you recommend this Emergency Department to friends and family based on the quality of care provided?"" (The number of respondents who responded 'Definitely Yes' to the question).",ind_b487da23c9b558c3,"Percentage of Hospital patients responding “Definitely yes” to the question ""Would you recommend this Emergency Department to friends and family based on the quality of care provided?"" (The number of respondents who responded 'Definitely Yes' to the question).",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of Inpatient Clients who are discharged to the Outpatient Program and attend programing within four (4) weeks of discharge,ind_178a50cbc8f0164b,Percentage of Inpatient Clients who are discharged to the Outpatient Program and attend programing within four (4) weeks of discharge,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of Inpatient Clients who are discharged to the Outpatient Program and attend programing within four weeks of dischargeNote: We have this metric under 'Client centered' for the Quality dimension, the online system does not allow me to change the dimension from 'timely'",ind_7e9de416c9867f60,"Percentage of Inpatient Clients who are discharged to the Outpatient Program and attend programing within four weeks of dischargeNote: We have this metric under 'Client centered' for the Quality dimension, the online system does not allow me to change the dimension from 'timely'",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of Inpatient responding Strongly agree rating to: ""Were you or your caregiver asked what your NEEDS or CULTURAL values are when making decisions about your care?",ind_c655866f4fdaf5ab,"Percentage of Inpatient responding Strongly agree rating to: ""Were you or your caregiver asked what your NEEDS or CULTURAL values are when making decisions about your care?",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of Inpatients Who Experience a Stage 3 or 4 Hospital Acquired Pressure Injury,ind_d8a172e7fca6417e,Percentage of Inpatients Who Experience a Stage 3 or 4 Hospital Acquired Pressure Injury,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of Inpatients who responded positively to the question ""Did you receive enough information from hospital staff if you were worried about your condition or treatment after you left the hospital?"" (Includes Post Discharge Phone call + Digital survey data. Includes 'completely' and 'quite a bit')",ind_892f3bd6c8e6121d,"Percentage of Inpatients who responded positively to the question ""Did you receive enough information from hospital staff if you were worried about your condition or treatment after you left the hospital?"" (Includes Post Discharge Phone call + Digital survey data. Includes 'completely' and 'quite a bit')",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of Leaders complete a minimum of one educational opportunity regarding Anti-Discrimination education.,ind_64df4bf98442c7d3,Percentage of Leaders complete a minimum of one educational opportunity regarding Anti-Discrimination education.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
